新聞標題,是否適宜觀看
高樓大廈間藏著三合院！「溫叨古早味」柴燒桶仔雞外酥內多汁,1
陳阿姨我不想努力了！外送單備註「一句話」讓他拿出了離職單,1
包爾市場行情破億元美金 7支球隊是可能的新東家,1
「天龍房屋」開幕諷高房價　邱顯智再邀花敬群公開對談,1
主持廣播節目做公益 扁：絕不談政治,1
2020北市獨立停車位交易 最貴在中正區,1
頭條揭密》情況不妙！變異病毒增速快70％ 專家拆解對策,1
夯到缺貨！疫軍突起TOP10出爐,1
【靚時尚】小包那件大事,1
泰國新增逾500起病例創單日新高 將採檢逾萬人,1
李遠哲：萊克多巴胺在安全標準內 對健康影響不大,1
佛里曼：台灣不要輕信華府政客的甜言蜜語,1
疫情升溫 美搭機人數仍創3月來單日新高,1
苗栗北橫公路通車 市區往南庄更近了!,1
防萊豬南市學校團膳皆換約 最重罰10萬並終止契約,1
NBA／丁威迪動手賽季報銷 籃網正式申請傷病特例,1
楊牧追思會 遺孀代表接受總統褒揚令,1
新北視察大賣場豬肉標示 保障消費者食安及知情權益,1
【榮民再遇粉紅兵2】半癱翁棺材本全沒了　一紙保護令害他坐輪椅奔波,1
連鎖麻辣鍋選國產豬「多30元」　消費者：欺負台灣人？,1
台灣輸出越南1例！ 莊人祥：尚未獲回覆 周三統一說明,1
28歲媽打疫苗後驚傳過世　夫悲痛發文「還原情況」,1
【本土零確診破功】爆料機師詳細足跡後撤圖　徐巧芯：保護轉傳網友,1
解放軍招募飛官放大招！ 戰狼、易烊千璽「帥炸」演出,1
境外生暫緩入境 大專下學期4489新生受影響,1
網紅空姐多人開趴激吻男子畫面曝光　「全身僵硬」遭運屍3嫌獲釋,0
Gogoro遭刀割+燒毀坐墊偷電池　官方回應了,1
回顧2020年 片尾10秒全網淚崩,1
鴻海還能買嗎？三家喊百元的外資 都喊這三利多,1
任內首次 川普否決國防授權法遭美國國會推翻,1
Buying Power超購力 年度採購破 6 億 「社會創新」正夯！各界攜手打造臺灣團結創新精神,1
援助偏區失能長輩就醫　她捐第2輛復康巴士回饋居住地,1
【病毒變種】英國變種病毒亞洲現蹤　香港、新加坡都有留學生返國確診,1
青年創業看過來！ 50萬創業金 15日起開放申請,1
無照少女撞死男大生、女友重傷　「未兩段式左轉」監視器曝光,1
等紅燈遇熟悉萌影 騎士興奮偷拍,1
武漢肺炎重創經濟仍堅持投資　謝金河：人生當學巴菲特,1
彰化食品廠男員工頭顱遭削半慘死 職安署查工安疏失,0
【本土零確診破功】紐籍機師遭長榮開除　台籍機長：愧對國人,1
《孤味》票房突破1.8億　農曆春節Netflix上線,1
【娛樂私下說 EP32】網路詐騙怎麼騙？吳念軒不雅視訊影片遭營利,0
智能家電貼心相伴 輕鬆品味幸福醍醐味,1
NBA／哈里斯延續單周最佳氣勢 76人捕蜂樂收4連勝,1
女用外送點巧克力厚片 打開後傻眼直呼「硬到沒朋友」,1
奧運大叔後繼有人 日本狂粉阿姨應援30年不間斷,1
Dr.Cink 2021保養最新神作,1
起底《Sweet Home》宋江　「小宋仲基」冰塊腹肌、太平洋寬肩一次擁有,1
傳明登記參選北市主委 吳怡農：有決定會向外界報告,1
換上RF接環 Canon揭曉體型最小的Cinema高階攝影機EOS C70,1
【少小離家缺錢回4】離家16年女駁爭家產　反控遭兄霸凌想吞媽媽存款,1
WHO將赴陸調查源頭 武漢民眾：沒什麼好怕,1
闖中橫跳山谷失蹤40天 新竹男找到了,1
盧秀燕當面反萊豬還找媒體 AIT錯愕聲明重批,1
楊牧追思會 遺孀代表接受總統褒揚令,1
花蓮石藝大街疑焊接火花釀災 濃煙直竄天際,1
喝太ㄎㄧㄤ了　他酒後把自己改名變天后席琳狄翁,1
【白目中執委1】有股勢力為蘇震清喊冤　黨團上演大老槓總召,1
影／基隆封溪4年 移除10種外來魚類共1161尾,1
李遠哲重申「萊豬沒問題」 葉毓蘭轟悖離民心,1
學生疑「雙長」坐豪車、罰款學費埋單 世新大學回應了,1
鴻海下月辦線上尾牙  劉揚偉：基層員工「一定會有額外鼓勵」,1
勾人妻偷拍「女上男下」片　他不滿分手po網下場出爐,0
Square Enix新專利可自行短距離多人模式 或許將用於新款卡片遊戲,1
影／防疫旅館擬增1萬間 口罩若查驗出有害物質最高罰150萬,1
「公公吃蒜頭婆婆嫌臭」竟是曬恩愛 人妻讚嘆：快閃瞎,1
雙聯盟惡鬥曾重創台灣棒壇 如今籃壇也會步入後塵？,1
台股開紅盤 台積電平盤上下整理,1
【53工兵群基地期末鑑測官兵大家談】落實專業 全力以赴,1
財經憲哥曝台北轉運地：繞繞就轉運了,1
女攝影師找麻豆？ 天真妹裸胸開視訊「覺得怪怪」 網：騙人老梗,0
教育部稱中輟生復學率越來越高 兒少團體戳謊言揭真相,1
【國會大暴動】認為國會衝突「完全可避免」　台裔趙小蘭成川普內閣請辭第一人,1
iPhone 12系列熱賣！ 蘋果拿下台灣11月逾半江山,1
身家百億「嘻哈天王」救濟武肺災民　大疊美鈔見人就發,1
【快訊】高雄4.2地震　「最大3級」地方有感,1
解密寶格麗與羅馬的淵源！最有深度的奢華旅遊書,1
【白目中執委3】蘇質疑偵訊錄音遭變造　北檢招招見效狠打臉,1
84個科大校系收高中生要看APCS 這系門檻高達8級分,1
【獨家】【撇大S開新店】回中國新創餐飲品牌　汪小菲與大S分隔兩岸,1
全球最遠社交距離！ 他買下一座無人島 與病毒隔絕,1
台中查萊豬查到素食業者身上 侯友宜：新北沒發生過,1
華航新塗裝貨機飛香港遭取消？　林佳龍回應了,1
長頸鹿寶寶誕生！79.6公斤超健康最快農曆年亮相,1
航空機組員防疫管理 民航局與航空公司本週提強化措施,1
中和里長涉藉端恐嚇建商 索討400萬元遭起訴,1
零下35.8度！西班牙連破最低溫紀錄 鴨子行走結凍水面,1
苗栗醫院要員工「互咬」爆離職？ 院長澄清,1
現代汽車將在廣州 建首個海外氫燃料電池廠,1
金門縣府旱季期間浚深農塘,1
住宜蘭台北上班每天通勤可行嗎？ 過來人曝經驗：搭了12年客運,1
日本「世界の大模型車展」首登台　玩命關頭隱藏車庫亮相,1
郭品超演葉問反被批「一直耍帥」,1
紐時：輝瑞擬與美政府簽協議 明年多供疫苗,1
快訊／NCC示警 台哥大品牌手機遭植惡意程式,1
新聞眼／廢除限量分案 莫淪數字競爭,1
澳智庫：中共影響澳洲中文媒體 利用微信促進審查,1
麻豆監理站啟動假日門市服務 2/6辦機車考照暨違規親子講習,1
111年大學甄試期程延後惹議 家長籲指考後一次分發,1
太妍為愛犬譜新曲沒人選7pupu 樂當防疫典範「自己在家隔離」,1
香港律政司司長：新加入律政司的律師需學習大陸法律,1
蘇偉碩赴監院聲請人權保護　陳菊：他受到什麼立即迫害？,1
去年這些土地價格創新高 預售房價將上漲？,1
遠東科大師生協助社區老太太打掃老宅 明後兩天修繕,1
適時適量才有益！保健肝臟這時不宜喝茶,1
夫妻重傷送急診被趕回家 孩淚訴：「皮掀起來」母痛到發抖,1
一條根穩定魚情緒增加運輸存活率 嘉大海大研究有成,1
敖犬爆曾秘戀黑澀會美眉 鬼鬼回應了,1
全球疫情重災區墨西哥 批准緊急使用牛津疫苗,1
新竹護城河螢火蟲燈、煙火花浪漫閃耀 還有應景聖誕音樂會,1
他嘆領嘸年終存不了錢 釣出各方苦主「幾乎月光」,1
全台迎霸王寒流 飼主未替寵物保暖最高可罰1.5萬,1
中國麥當勞推唱跳型偶像「開心姐姐」　召喚還可以講童話故事,1
法師指姦19歲女主持 威脅交男友下符詛咒「不得好死」,0
手銬腰鍊加身後 黎智英被爆願戴電子腳鐐換保釋,1
新北耶誕城「待轉大富翁」！10機車無限待轉 38名警力坐鎮疏導,1
南韓疫情期間瘋整形 女大生：反正戴口罩也沒人發現,1
學生指公務車罰單多 世新校方：加強行車管理,1
人民幣中間價大幅調升648點 創近兩年半新高！,1
《孤味》票房突破1.8億　農曆春節Netflix上線,1
驚！肥皂半夜被老鼠拖到角落「享用」 網見笑歪：天然ㄟ尚好,1
大學讀什麼最省錢？ 網狂推「2科系」：還會給你錢,1
政府打房建商獵地轉向外圍！台中房市交易平台示警,1
不信中國男網友詐騙 女執意匯款幸經員警勸阻,1
單身女想婚找不到對象 網怒批她擇偶條件太超過,1
離婚15天擁新歡 他「超瞎理由」秒後悔前妻爽翻,1
長聖周五掛牌利多齊發 獲衛福部通過6家醫院細胞委託製造,1
私人直升機P22報廢前一刻！他促成轉贈虎科大飛機系,1
案816法國移入復陽  因確診無法奔喪,1
台股大盤續創新高 投信：權值股帶動,1
川普通話曝光 逼喬治亞州務卿找出1萬1780票翻盤,1
吃到飽拿炒飯被朋友嫌浪費 內行反曝「這一區」最地雷,1
【新冠肺炎/不斷更新】全球累計7437.2萬例,1
7歲女童受父母施暴身亡　病榻前哭求「拜託不要救我」,0
長期加班拼多多22歲女職員猝死 勞動保障部門調查,1
紐籍機師起底 同事怒：忍他很久,1
搶載運新冠疫苗商機 航空雙雄迎大單,1
兒子接受聯邦稅務調查 拜登不擔心,1
新竹合興愛情園區 完工,1
黃秋生餐車前進墾丁吸人潮　KID獲信賴超感動直呼默契好,1
瞄準高齡化時代下的骨科再生醫療商機 上櫃新兵博晟蓄勢待發,1
結婚週年上館子吃到焦味牛排　襄理：是妳不習慣,1
一加印度預告將推出智慧手環裝置 但依然未透露智慧手錶消息,1
健行科大勇奪 GAMFORCE 全國校園電競邀請賽冠軍,1
投手的夢靨「肩關節撕裂傷」 揮別疼痛這樣治療,1
等紅燈旁車副駕突亂丟垃圾！下秒隔壁賓士車駕駛反應網讚爆,1
法師指姦19歲女主持　威脅交男友下符詛咒「不得好死」,0
【全文】恐嚇簡訊曝光檢警追幕後黑手　棒籃18球星遭側錄勒索,0
農民退休儲金上路 蔡英文：證明台灣農業有前途,1
新北夜市最大煙火秀 666秒跨年登場,1
【影片】BTS首獻唱電影主題曲 為《想見你的愛》打造催淚曲,1
Word必學「批量修改」小技巧！按下快捷鍵三步驟就能整篇修改,1
結識15歲少女隔天就嘿咻　保全男辯「我以為她滿18了」,0
昔堅持不放廣告…Telegram終於要開始賣廣告跟貼圖支撐營運成本,1
防疫旅館一房難求 觀光局：近期增一千房間上線,1
【國安人員涉性侵3】為護妻揪對質　他的說詞讓人夫痛批：國軍之恥,0
透明車庫像展示櫥窗 超跑停在家變藝術品,1
冬至急奔超市買湯圓回家驚變貢丸 故事笑翻網友,1
【直銷神壇詐信徒4】遭控黑心斂財　創辦人妻子澄清：認知上有誤解,1
秀髮直直落？髮型師吳依霖曝「3秘訣」抗掉髮危機,1
孫子遭國中同學逼下跪、棍棒毆打　阿嬤淚訴：不知道怎麼辦,0
第三屆青年公益實踐計畫　入選13組正式亮相,1
國中女師宿舍一氧化碳中毒 校方疏於管理判國賠30萬,1
5分鐘看台股/2020/12/23收盤最前線,1
影／疫情衝擊！東京新春第一鮪拍賣 價格僅約去年一成,1
伊朗將領遇刺週年 伊拉克示威要求美軍撤離,1
【早餐店性侵魔2】凶手狠嗆「我出去你就死定了」　高大成關鍵證詞讓他判死刑,0
新北優質防疫公寓大廈頒獎 共同營造優質生活環境,1
鹹酥雞攤的地獄食材？網友點名「3品項」：家人都不敢吃,1
單親媽合謀大女兒將小女兒勒斃　法院審理真相令人鼻酸,0
【全文】直擊大街摸臀親臉熊抱　華通少東築愛巢偷情小三,0
前後指令矛盾… 要不要打包走人？白宮助理好為難,1
土地、廠房需求增 桃市土增稅收大爆發,1
待過這部會易升官？沈榮津、羅達生、吳明機都來自經濟部,1
孫女借住成性奴　淫亂阿公「我有養妳，妳就要給我」,0
HBL／泰山王牌劉丞勳賽前住院 蔡宸綱及時頂上火力,1
補校教師憶「大」學生 有人一讀46年、還有人拼雙學位,1
鄭人碩認證謝欣穎超強悍　她自封浪子讚對手臭臉轉暖男,1
天冷買自助餐打包湯 誤被認成店員笑翻網友,1
全校52原住民生 南投新鄉國小更名「希娜巴嵐國小」,1
陳竹昇《戒指流浪記》與林暉閔父子關係卡卡 戲外卻是個會觀察女兒喜好的好爸爸,1
韋禮安聯手茄子蛋自稱「行走的多巴胺」 演唱會加碼重現超犀利趴,1
年味懷舊餐桌／婆婆的拿手菜 吃出人生百味「醬肘子」,1
國民黨團提案釋憲 北市議會臨時大會明上演表決攻防,1
日本草莓驗出農藥、重金屬鎘超標 遭食藥署退運銷毀,1
返台未14天居檢就進醫院動手術　新北衛生局證實,1
強尼戴普新的一年還是吃癟　法官准前妻反告他濫訴,1
鍾沛君術後「重新啟動」　感性發文：跟孩子差點離散,1
越籍移工疑似不滿前雇主 餐廳巧遇竟失手殺人,0
迎百年校慶大崙國小陶板紀念牆揭幕 記錄學校社區特色,1
失蹤12年女童骨瘦如柴現蹤　母親遭警逮捕吐驚人真相,1
全球疫情延燒 2021年投資人該掌握這六大方向,1
蛋捲長度超過盒子開口難拿出 網友：我比較好奇怎麼放進去？,1
2020亞洲新媒體高峰會暨NMEA成立三週年,1
最艱困的一年 最暖心的禮物,1
空軍第一聯隊戰史輝煌 岡山空軍軍史館特展細數英勇史,1
冷凍生肉上赫見一片綠葉 用途曝光網友直呼「長知識」,1
貓貓幫視訊　主人起身秒搶入鏡,1
日本首相菅義偉表態：東京首都圈7日進入緊急狀態,1
【慎入】苗栗爆貓遭掛樹頭亡　「睜著眼睛、四肢僵硬」網炸鍋,0
【變種病毒登台】境外移入+3　莊人祥曝專案採檢再揪出變異病毒株,1
影／受MARN團隊照護85天 擱淺花紋海豚今順利野放,1
視帝視后交換性別 龍劭華王琄譜黃昏戀,1
台北榮總血清疫調：抗體陽性率萬分之5 估全台逾萬人有抗體,1
移民節「感謝有您」　卓越新住民帶來臺灣前進新動力,1
27神祕筆記本曝光 蘇揆怒查逾2百司法警調官員世紀醜聞,1
台股失守萬五 成交仍爆4342億天量,1
力挺台新夢想家籃球隊邀雄獅推追夢套裝行程,1
【掏空幸福人壽】鄧文聰判30年定讞　法院續追不法所得,1
金門驚見「2米巨蟒」橫跨馬路 民眾開車經過全嚇壞,1
燺藝可可獲英國皇家學院巧克力大賽銀獎銅獎,1
拆違建預算1132萬 彰化議會刪1千萬,1
《政治》境外移入+2 印尼、菲律賓入境,1
對江啟臣小失望 林為洲：國民黨主席改選挺改革與理念,1
日本人妻用火爐加熱罐頭 人夫嚇到崩潰即熄火：35年第一次見,1
「那人背後兩腳朝天」　目擊者證實他性侵弱智女,0
新北元旦升旗八里煙火照常 加強防疫作為,1
防疫有成 馬祖空運載客量攀升,1
直播台北雙年展 PChome獨家攜手北市美館,1
新冠肺炎新增7人確診 4人為莫斯科古典芭蕾舞團團員,1
艾瑪史東被目擊懷孕趴趴走　去年早透露有生子意願,1
外送員稱「發票飛走」需要重開 女子調監視器怒揭真相,1
年度十大科學人物 榜首竟是譚德塞,1
印尼移工確診高！延長暫停來台,1
福島核廢水儲存爆棚 國際原能署派員協助,1
韓國女團TWICE參加2020MBC歌謠大典,1
聲援黎智英 陳菊：不信公義喚不回,1
2020年50記者遇害 近7成死於非戰國 墨西哥登最危險國家,1
急凍寒流襲台 今晚明晨最冷,1
媽用「打蛋器洗米」她不解 原因曝光網猛點頭：真有智慧,1
【男星私密片流出3】詐騙集團盜錄不雅片謀利　爆專找精實陽光男,0
醫師與女病患1段畸戀 女夫及醫師娘分別求償,0
繼胡宇威後《全明星運動會》再添傷兵　阿樂腳踝韌帶撕裂變跛腳,1
萊豬進口倒數 金門喊話成立自治區,1
盲眼靈媒龍婆「85%準確度」引關注　2021預言曝光,1
農漁會選舉檢舉獎金200萬元 起訴可先領4分之1,1
台北跨年信義區交管 八點後禁車通行,1
40組藝人台中跨年 鼓鼓祭出回憶殺,1
前AKB虎牙妹結婚！閃嫁年薪5千萬「棒球界竹野內豐」,1
《家有囍事》港星李香琴病逝　享壽88歲,1
拜登宣布氣候變遷團隊成員 白宮新設國內政策辦公室,1
狠父虐死3歲兒母冷眼旁觀 上訴二審求輕判遭駁回,0
任期只剩四周…不想走人的美國總統 川普愈來愈不可控制,1
台劇女星掉錢包化身柯南抓疑犯　公布影像大喊：此舉不可取,1
遭嫌送餐太慢爆口角　外送員亮槍恐嚇反遭刺傷,0
江啟臣：國產豬價上漲 蔡政府沒有預防,1
新年首場聯合拍賣開紅盤 台北分署進帳1100萬,1
遠東科大師生協助社區老太太打掃老宅 明後兩天修繕,1
快訊／創新低！2020年新生兒僅16.4萬 較去年少8%,1
最不希望繼續的2021手機趨勢？ 不附充電器竟不是第一名,1
病蟲害防治「大姐大」 台南農業改良場鄭安秀屆齡退休,1
影／放鬆還是拷問？埃及出現「蛇按摩」服務 體驗者讚：返老還童,1
吳怡農昨天宣布參選 顏聖冠今宣布退選,1
防極端潛伏期個案 莊人祥：7天自主健康管理不可聚餐出遊,1
「這類型」福袋被指最地雷 網點頭：幹嘛花錢買別人垃圾,1
大連母親服中藥後餵嬰 母嬰核酸檢測皆轉為陰性,1
新冠疫情嚴峻 葛萊美頒獎典禮延期至3月,1
哪樣早餐能看出老闆實力？ 網揭必點神餐：技術很重要,1
NBA／泰托姆封「街頭痞子」 綠衫軍菜鳥獲主帥深深期許,1
新北密醫豪宅假看診 真搓揉女病患胸部,0
淡北道路異見再起 地方憂動工恐又延期,1
謝忻秀「上帝視角」辣照　深溝雪乳讓粉絲凍未條,0
快訊／恐嚇跨年夜鬧全台！ 警赴高雄逮第三嫌,1
一天三餐都吃超商即期品 他曝2大優點：身體變好了,1
「殺人女魔頭」揹7條人命逃亡23年　她受審時泣訴也是受害人,0
女模尖叫開場 聖羅蘭新廣告打造紅色調懸疑電影,1
【全文】綺影映畫跨國合造IP　深耕VR突破視覺界限,1
【人妻衰遇狼密醫2】人夫爆氣衝診所對質　他坦白到讓人害怕,1
關懷金門鄉親 赴台就醫免費住宿,1
拜登怒責川普政權「愛交接不交接」 拿美國國安開玩笑,1
澎湖海巡查扣大陸無船名油料補給船,1
上緯新能源 苗栗風場開發提送環評,1
台北地值漲！ 101「地王」8連霸 帝寶連10年蟬聯住宅帝王,1
【通緝犯逃逸】「紅粉知己」襲警助逃逸　警上門夫才知綠到發光,0
力挺國產豬 中市宣誓拒萊豬,1
水墨暈染翻轉樂華夜市 復興商工學生畫出另類新北風景,1
中市府第3人 捲桃色風波 下台了,1
他問寒流期間叫外送會殘忍嗎？被網笑傻：慈悲才是對人殘忍,1
【獨家】【私密照陰霾】寧退《乘風破浪的姐姐》　阿嬌不願同台張栢芝,1
「圓寶」元旦亮相倒數！入館可抽號碼粉絲不怕撲空,1
遭美列匯率操縱國 越南回應對話協商,1
牠用身體溫暖護7孩！自己成冰冷屍體,1
少時太妍耶誕約會曝光不認愛 　男方立場反覆引猜測,1
中職／加國棒球名人堂飄台灣味 布雷克捐贈冠軍賽裝備,1
9萬餘支台哥大手機遭植木馬程式　刑事局：資料傳入中國詐騙機房,1
疑有內賊 貴婦3千萬元珠寶沒了,1
台中鴨肉店嗆外送員 foodpanda：已派人向店家收回機器,1
解隔離新措施最快下週上路　張上淳澄清：變異病毒不代表重症,1
共機壓境擾空防 我維持IDF與F-16戰機妥善率有價曝光,1
香港前藝人挺港警遭肉搜 到深圳稱「在陸才有安全感」,1
夫妻倆連續加班16小時回家見「兩杯茶、一張紙」哭了,1
離職員工的報復！開推土機闖賓士車廠撞爛70輛豪車 損失高達1.7億元,0
《政治》境外移入+7 俄羅斯表演團4例  菲律賓2例 美1例,1
陸國務院金融委官員：地方政府金融監管有四大問題,1
砸2億入手內湖豪宅　林俊傑在家欣賞無敵美景,1
DRAM備貨需求提升 南亞科去年12月合併營收重返50億之上,1
「一千萬vs台大學歷」二選一 內行人曝關鍵：別短視近利,1
台北、新竹鬧血荒　A、O、AB剩4天以下存量,1
北市女健身突昏迷倒地搶救2小時仍不治　24歲女教練目擊全程嚇傻,1
騎車撞傷老婦還丟下橋企圖滅口 越南移工判關6年定讞,0
曹雅雯用耳過度聽力暫降嚇壞　許願明年擺脫許富凱求桃花,1
MLB／浪費合約爛交易 小熊送出達比修有球迷民調不滿,1
武漢抗疫醫生因手術失明…陸民眾哀號：連他都被坑,1
【游回大海／中】胃塞30公斤塑膠袋 鯨豚活活餓死,1
影／藍營提反萊豬公投 吳思瑤批：歪掉了！,1
英媒：葡萄牙醫護人員接種疫苗2天後身亡,1
玩交換禮物慘被罰鮮奶油洗頭 網回：你朋友太心機,1
英不引渡亞桑傑美表失望 墨西哥願提供政治庇護,1
丹麥豬有多厲害？　行家解析：台灣2因素望塵莫及,1
【女檢家愛興訟1】已被法官判決狠打臉　女檢竟撂媒體反擊,1
下手了！富邦金吃日盛金每股13元收購 溢價差逾2成,1
被新北「排骨酥大王」包養7年！　50歲阿姨狂吸近7千萬,1
屏縣議員賄選解職 遞補也涉賄,1
鄭人碩譏張書偉垃圾話很難接　曝為拍《角頭》牙齒全壞光,1
最強化粧術！女神其實是普妹連車銀優都被騙,1
希望讓孩子喝到熱牛奶...身心障礙女苦養上下兩代令人動容,1
【獨家】【半裸大尺度】夏晴補妝只穿薄紗　引來附近拍婚紗新郎偷瞄,0
忙起來沒日沒夜！哪些生肖老闆是「超級工作狂」？,1
過氣女星招收會員年費破萬元　鐵粉不加入她竟回：我沒差！,1
賭場被抄了！賭資急塞褲內　賭客屁股hold不住全曝光,1
【機師約砲不防疫3】塗改身分證偽單身　他劈腿十多女簡單一招不露餡,0
新增6例境外移入 分別自菲律賓及印尼入境,1
心理測驗／三角圖是帳篷或金字塔？ 測出自我的精神年齡,1
離婚半年自爆有新歡　具惠善立誓再婚一定辦婚禮,1
草彅剛圈外老婆是長髮美人！　婚後住進5億愛巢寵妻,1
言承旭頹廢近照曝光　網酸：破產油膩大叔,1
登場前5分鐘衣服出錯　楊祐寧的反應竟然如此,1
閻奕格同志夜店狂歡嗨到不想走　工作突取消爽吃男友耶誕大餐,0
歲末年終大掃除 北市環保局：小年夜照常收運垃圾,1
查自家街景地圖！放大檢視發現「熟悉身影」背後真相讓人哭了,1
警消社會住宅動工 蔡英文、蘇貞昌、侯友宜罕見同框 徐國勇、陳家欽互動巧妙,1
彭斯公開接種COVID-19疫苗 川普宣布莫德納疫苗獲批准,1
台中一期稻作停灌1.7萬公頃 農業局：17區沒水灌可補償,1
2020臉書排行 韓國瑜仍是藍營最夯 領先江啟臣、侯友宜,1
北投工廠遭竊 屋主歎「每到12月就害怕」,1
失業728天找到歸宿？　「黑人問號」球星傳將加盟CBA,1
【雞排妹整形風波】硬告醫美診所要悔約　雞排妹抽脂整形鐵證曝光,1
南亞多國列人類發展中等國家 印度倒退排名第131,1
待過這部會易升官？沈榮津、羅達生、吳明機都來自經濟部,1
莽男開槍嗆聲 繳操作槍反害自己多背一條罪,1
餐廳點菜要注意！這3道不要碰 內行曝原因：髒到老闆都不敢吃,1
3律師涉幫助吸金　違反銀行法遭起訴,1
FDA批准新冠檢測快篩 不需處方箋20分鐘揭曉,1
Gogoro遭刀割+燒毀坐墊偷電池　官方回應了,1
壓路機翻覆 58歲駕駛不幸身亡,0
HBL／王鈞聖7記三分彈 送南山打外卡,1
共軍「山東號」航空母艦通過台海 國軍派遣6艦8機監控,1
新北第一站 禮門里黃金資收站十年十倍成長,1
學測最後衝刺！自然跨科是趨勢 名師提綱挈領教撇步,1
澎湖下雪？小門沿岸「一片雪白」 居民見奇景喊：小確幸,1
新竹男靠喝水敖41日 醫驚不可能：完全沒營養,1
超佛心！北捷乘客命危 2路過男CPR救人,1
鼓勵中高齡者重返就業 桃市補助就業獎勵金,1
吳淡如自曝「疑似肺癌前期」　台大醫診斷得真相,1
拜登將提名初選競爭對手進入內閣？5點認識美國運輸部長人選布塔朱吉,1
台65線吉普車側翻駕駛骨折受困 消防隊馳援,1
育仁小學校慶運動會 「台中市捷運主題進場」期待通車,1
李嘉欣曬9歲兒裸照　「穿比基尼母子共浴親嘴」被罵翻,0
東京激增1591確診創新高　菅義偉明發布緊急事態宣言,1
「K歌運匠」登上外媒　《衛報》讚：台灣是卡拉OK王國,1
兩名偷渡未成年港生由深圳移送香港,1
民法1030-1關於剩餘財產分配規定修正後 你該知道的事,1
【達人談投資】台股屢創新高 2021多頭續揚要靠這道東風,1
這一晚！嗨轟基隆　搖滾倒數樂迎2021,1
學測試場分配表公布 考生要全程戴口罩,1
今新增4例境外移入　陳時中公布航空器群聚採檢結果,1
保三員警遭陸女友控性侵不起訴 他認了偷查婚姻狀態,0
中國和歐盟即將達成歷史性投資協定 解除投資限制開放市場,1
漲贏台積電！三檔台灣50 ETF齊攻頂 30萬投資人樂,1
國小通學步道變垃圾堆 高市環保局：取消堆點架監視器,1
HBL／光復雙槍像情侶 合轟59分壓能仁,1
為了「肛肛」好　小心別犯這5種錯誤,0
昔堅持不放廣告…Telegram終於要開始賣廣告跟貼圖支撐營運成本,1
【超跑達人吸金魔1】一車多賣爽A1.6億　連王陽明都曾急著向他討債,1
天冷生火取暖釀憾事？ 石碇情侶一氧化碳中毒傳死傷,1
鮮肉計程車司機跨年夜「遭女乘客強吻」 獲65元「安慰費」,0
求學時出道 邱偲琹曝曾受委屈,1
勇敢挺進2021 國防部「守護」影片惕勵三軍(影音),1
土耳其採購中國疫苗 首批300萬劑送達安卡拉,1
北市府前廣場驚傳男子上吊　「地上疑留刻文」身分曝光,0
偶像出席「凹嗚狼人殺」總冠軍戰　斯亞露側乳被讚最有誠意,0
人夫手機出現前女友「口愛」片 妻子怒告求償60萬元結果出爐,0
大善人「詐騙集團」 共犯豪宅跑車遭扣 仍被重判,1
年終狂降！台灣大哥大iPhone 11 Pro專案購機現省近2萬,1
同業發護航文挺台中鴨肉店 再嗆外送員4大罪狀：只會出一張嘴,1
【經濟彭博周報】2021展望 新興市場股優於債,1
產婦發飆！大姑在廣達集團工作未自主管理 老公私約見新生兒,1
捷運女乘客月經沾椅 好心人遞紙遭回「冷冷一句」好傻眼,1
【解密胡宗南／下】西北王對老蔣忠誠無比 卻也敗在過度服從,1
【獨家】【網紅唱出頭】百萬YouTuber幹大事 鍾明軒低調籌備新專輯,1
全台第8校！陽明大學教務會議決議廢二一制,1
【奪命早餐店再現2】行銷黑心豆奶不手軟　死者父疑業者有高人指點,0
槍殺非裔男子再掀美國民眾怒火 白人員警遭開除,0
高雄旅展遊金門類出國 世界奇景金門限定賞鸕鶿,1
中職／打罵教育已經落伍 職棒應領先改變,1
「A new Galaxy awaits」三星未公開影片暗示新機名就是Galaxy S21,1
空姐參加跨年趴疑遭「12人性侵」亡,0
北市府明年首批約聘僱人員招考 月薪最高62K,1
日勝生三芝樂齡建案公開 潛銷兩個月下訂約百戶,1
國旅新選擇！　老字號中藥大廠轉型觀光工廠,1
5G網路不只陪你跨年 更是2021投資主旋律,1
包庇陸漁民越界 海巡夫妻齊坐牢,1
義大利聖血流不動！信徒憂：災難將至,1
基隆110年3教育新措施 各區有非營利幼兒園,1
【港府大拘捕】籲守台灣撐香港　王定宇：主張「一中」禍台殃民,1
【全文】熱戀美唇女欲赴中發展　司馬中原子女決隨行保家產,1
【雞排妹整型風波】代言換免費抽脂8年後毀約　醫美診所求償300萬元,1
機師薪水比醫學系高卻難考？網曝「入行門檻」一堆人辦不到,1
很敢講？ 中國稱：港居民回歸才享前所未有的民主自由,1
紐時憂台灣鎖國防疫好運能維持多久？ 醫師：五年沒問題,1
白線漫延 精心為屋主打造最本真的空間屬性,1
中醫醫藥分業爭議再起　立委無端遭捲入,1
老伯硬要1商品1發票 店員拒絕慘遭「便當噴臉」,1
「史上最醜皇帝像」故宮首度展出 觀眾驚呼「醜爆了」,1
「女人都會去消費」網認證好逛　警眷一句話破12年懸案,1
慧榮旗下Bigtera 推新一代超融合基礎架構平台,1
曝富王鴨肉招牌菜！「鄉親」挺：女外送員報警小題大作,1
女兒奪牌小S「歪樓」慶功　被網質疑冷落老二回應了,1
